"period_close","starting_cash","ending_cash","portfolio_value","pnl","long_exposure","short_exposure","orders","transactions","symbol","amount","cost_basis","last_sale_price"
"2020-07-11 23:26:00+00:00",2100,"-3.1657184000046072","2176.1630006016408","76.16300060164076","2179.3287190016454",0,0,0,"vet_usd",115921.74037242794,0.018227309100000002,0.0188
"2020-07-11 23:27:00+00:00",2100,"-3.1657184000046072","2164.570826564398","64.57082656439798","2167.7365449644026",0,0,0,"vet_usd",115921.74037242794,0.018227309100000002,0.0187
